"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.00746135272342917,0.0261830534946039,0.0509799719551028,0.00785434343024614,0.0675580293813699,0.0691967452266595,0.0355254086370175,0.065836436832266,0.0600999918951607,0.0467749753579828
"2",0.00741259003855198,0.0260252978660357,0.0507789701505777,0.00777287990018398,0.0672537699837669,0.0687870978044577,0.0352357161137424,0.0655355863891787,0.0598694670725172,0.0465671852372102
"3",0.00736389088300103,0.025867705809737,0.0505779974988644,0.00769169917469983,0.0669496367318325,0.0683779118540973,0.0349467010782424,0.0652348671758242,0.0596389742017472,0.0463594615568972
"4",0.00731526207536193,0.0257102987793094,0.0503770789037129,0.00761081538318072,0.0666456684306031,0.0679692437095863,0.0346584086198684,0.0649343176464693,0.0594085418371792,0.0461518305304643
"5",0.0072667105424823,0.0255530985721741,0.0501762396823601,0.0075302428664913,0.0663419045221931,0.0675611506051246,0.0343708845218483,0.0646339768861308,0.0591781990073954,0.045944318803333
"6",0.00721824332071135,0.0253961273335083,0.0499755055703703,0.00744999617932705,0.0660383850931805,0.06715369068545,0.0340841752691061,0.0643338846178885,0.0589479752207871,0.0457369534579288
"7",0.00716986755715959,0.0252394075602687,0.0497749027264939,0.00737009009262663,0.0657351508821064,0.0667469230162852,0.0337983280562283,0.0640340812103092,0.0587179004711443,0.0455297620187897
"8",0.00712159051096615,0.0250829621052329,0.0495744577376325,0.00729053959598879,0.0654322432870609,0.0663409075949869,0.033513390795532,0.0637346076849453,0.0584880052433152,0.0453227724576989
"9",0.00707341955458819,0.02492681418109,0.0493741976238128,0.00721135990012436,0.0651297043733008,0.0659357053612001,0.0332294121251745,0.0634355057238997,0.0582583205189377,0.0451160131988782
"10",0.00702536217508237,0.0247709873645537,0.0491741498431899,0.00713256643930886,0.0648275768809675,0.0655313782076048,0.0329464414172929,0.0631368176774324,0.0580288777821755,0.0449095131242159
"11",0.00697742597542609,0.0246155056005507,0.0489743422971678,0.00705417487390143,0.0645259042329202,0.0651279889909274,0.0326645287863639,0.0628385865717291,0.0577997090255849,0.0447033015785784
"12",0.00692961867583122,0.024460393206411,0.0487748033355102,0.00697620109284485,0.0642247305425589,0.0647256015428305,0.032383725097508,0.0625408561166545,0.0575708467559916,0.044497408375147
"13",0.00688194811507357,0.0243056748761216,0.0485755617615168,0.00689866121620294,0.0639241006217983,0.0643242806810951,0.0321040819749318,0.0622436707136218,0.0573423240004105,0.0442918638008115
"14",0.00683442225185043,0.0241513756846366,0.0483766468372775,0.00682157159775407,0.0636240599891054,0.0639240922208472,0.0318256518104786,0.0619470754635625,0.0571141743120858,0.0440866986216356
"15",0.0067870491661256,0.0239975210921714,0.0481780882889333,0.00674494882754409,0.0633246548775787,0.0635251029858338,0.031548487772174,0.0616511161749196,0.0568864317765136,0.0438819440883426
"16",0.00673983706051902,0.023844136948633,0.0479799163120501,0.00666880973454953,0.0630259322431809,0.0631273808199566,0.031272643813,0.0613558393717944,0.056659131017628,0.0436776319419114
"17",0.00669279426167973,0.0236912494979918,0.0477821615769704,0.00659317138927778,0.0627279397729615,0.0627309945987754,0.0309981746795831,0.0610612923020842,0.0564323072039182,0.0434737944191462
"18",0.00664592922169175,0.0235388853827699,0.0475848552342827,0.00651805110645804,0.0624307258934437,0.0623360142411692,0.0307251359211081,0.0607675229457813,0.0562059960547062,0.0432704642583861
"19",0.00659925051948744,0.0233870716485402,0.0473880289203089,0.00644346644772873,0.0621343397790278,0.0619425107211614,0.0304535838982296,0.0604745800232962,0.0559802338464584,0.0430676747052109
"20",0.00655276686227434,0.0232358357484849,0.0471917147626616,0.00636943522436488,0.0618388313605351,0.0615505560798137,0.03018357579212,0.0601825130039069,0.0557550574191447,0.0428654595182308
"21",0.00650648708697955,0.0230852055479804,0.0469959453858581,0.00629597550001118,0.0615442513337923,0.0611602234372352,0.0299151696135986,0.059891372114267,0.0555305041826721,0.0426638529749372
"22",0.00646042016122864,0.0229352093277823,0.0468007539152941,0.00622310559235288,0.0612506511657029,0.0607715870008206,0.0296484242090017,0.059601208344386,0.0553066121214692,0.042462889875819
"23",0.00641457517208702,0.0227858757490702,0.0466061739379972,0.00615084404590522,0.0609580830323788,0.0603847219723413,0.0293833991799952,0.059312073386323,0.0550834197493987,0.0422626055028708
"24",0.00636896128369249,0.0226372337217356,0.0464122393534316,0.00607920953150528,0.0606665995847651,0.059999704198142,0.0291201545847953,0.0590240194018398,0.05486096593851,0.0420630354621483
"25",0.00632358768262488,0.0224893122344704,0.0462189841810052,0.00600822071688665,0.0603762536461928,0.0596166097179749,0.0288587505531454,0.058737098722608,0.0546392896980569,0.0418642154805961
"26",0.00627846352282158,0.0223421401834551,0.046026442365958,0.00593789613618831,0.0600870979074581,0.0592355143101585,0.0285992468981136,0.0584513635479677,0.054418429951681,0.0416661812012066
"27",0.00623359787047205,0.0221957462009947,0.0458346475851974,0.0058682540593971,0.0597991846217801,0.0588564930365482,0.0283417027277338,0.058166865642539,0.0541984253145032,0.041468967978091
"28",0.0061889996489181,0.0220501584841539,0.0456436330531419,0.00579931236180079,0.0595125652997727,0.0584796197874835,0.0280861760566514,0.0578836560338979,0.0539793138702704,0.0412726106716032
"29",0.00614467758351608,0.0219054046232887,0.045453431327462,0.00573108839334602,0.0592272904042742,0.0581049668265506,0.027832723417532,0.0576017847100389,0.0537611329483113,0.0410771434432856
"30",0.00610064014649611,0.0217615114305644,0.0452640741147711,0.00566359884797588,0.0589434090450841,0.0577326043351922,0.0275813994723931,0.0573213003168071,0.0535439189005437,0.0408825995508389
"31",0.00605689550177364,0.021618504768327,0.045075592076219,0.00559685963285353,0.0586609686735053,0.0573625999570052,0.0273322566236171,0.057042249855125,0.0533277068782539,0.0406890111429269
"32",0.00601345144973469,0.0214764093773997,0.0448880146329409,0.00553088573752339,0.058380014776741,0.0569950183418247,0.0270853446247757,0.0567646783780446,0.0531125306087878,0.0404964090538559
"33",0.00597031537197119,0.0213352487052189,0.0447013697713641,0.00546569110292441,0.0581005905719924,0.0566299206893324,0.0268407101910544,0.0564886286875258,0.0528984221720407,0.0403048225981047
"34",0.00592749417597057,0.0211950447338251,0.0445156838483479,0.00540128849031403,0.0578227367003271,0.0562673642923459,0.0265983966093864,0.0562141410310009,0.0526854117767909,0.0401142793646749
"35",0.00588499423974823,0.0210558178076843,0.044330981396142,0.00533768935003065,0.0575464909202287,0.0559074020796224,0.0263584433481336,0.0559412527975966,0.0524735275367713,0.0399248050112193
"36",0.0058428213564121,0.0209175864613057,0.0441472849270927,0.00527490369010372,0.0572718878008176,0.0555500821581206,0.0261208856663206,0.0556699982140392,0.0522627952465198,0.0397364230579722
"37",0.00580098067866937,0.0207803672466693,0.0439646147381699,0.00521293994470543,0.0569989584146896,0.0551954473547195,0.0258857542224133,0.0554004080401836,0.052053238156952,0.0395491546814169
"38",0.00575947666324519,0.0206441745603748,0.043782988715175,0.00515180484240287,0.0567277300303246,0.0548435347573025,0.0256530746824859,0.0551325092641208,0.0518448767506212,0.0393630185076383
"39",0.00571831301522251,0.0205090204705799,0.0436024221366816,0.0050915032741993,0.0564582258040643,0.0544943752551414,0.0254228673278237,0.0548663247968467,0.051637728516653,0.0391780304054376
"40",0.00567749263230283,0.0203749145436374,0.043422927477705,0.00503203816139469,0.0561904644716187,0.0541479930785974,0.0251951466619401,0.0546018731664656,0.0514318077253604,0.0389942032790825
"41",0.00563701754895815,0.0202418636704608,0.0432445142129884,0.00497341032317561,0.0559244600390302,0.0538044053380291,0.0249699210168429,0.0543391682118611,0.0512271252024463,0.0388115468607234
"42",0.00559688888157455,0.0201098718959057,0.0430671886237576,0.00491561834663985,0.0556602214790254,0.0534636215707412,0.0247471921663603,0.0540782187817172,0.0510236881071353,0.0386300675064113
"43",0.0055571068016704,0.0199789403352362,0.0428909537023119,0.00485865852565069,0.055397752581594,0.0531256435198978,0.0245269551406954,0.0538190285864029,0.0508214998227145,0.0384497680955615
"44",0.00551767058055309,0.0198490673120353,0.0427158093056238,0.00480252497485209,0.0551370521967143,0.0527904655030492,0.0243091985527724,0.0535615964386572,0.0506205601329157,0.0382706481934485
"45",0.00547857866206603,0.0197202485832254,0.0425417524068172,0.00474720981254625,0.0548781146313854,0.0524580750127386,0.0240939051258649,0.0533059166472354,0.0504208655107383,0.0380927043171813
"46",0.00543982873630963,0.0195924775670966,0.0423687773500631,0.00469270334596205,0.0546209300519558,0.0521284533250258,0.0238810522282383,0.053051979415784,0.0502224094111606,0.0379159302052595
"47",0.00540141781327733,0.0194657455710799,0.0421968761051774,0.00463899425633977,0.0543654848860515,0.0518015761073887,0.0236706124071608,0.0527997712413459,0.0500251825635305,0.0377403170868238
"48",0.00536334229641902,0.0193400420192825,0.0420260385219413,0.00458606978380955,0.0541117622240116,0.0514774140260273,0.0234625539224038,0.0525492753123818,0.0498291732636258,0.0375658539506121
"49",0.00532559805612408,0.0192153546797909,0.041856252584181,0.0045339159121107,0.0538597422199682,0.0511559333524164,0.02325684127917,0.0523004719064045,0.049634367665435,0.0373925278136586
"50",0.00528818050314352,0.0190916698917699,0.0416875046636035,0.00448251755314502,0.0536094024925549,0.050837096569478,0.0230534357606128,0.0520533387872817,0.049440750072677,0.0372203239897364
"51",0.00525108466195238,0.0189689727923827,0.0415197797734388,0.00443185873140522,0.0533607185252893,0.0505208629771987,0.0228522959599315,0.0518078516021873,0.0492483032300811,0.0370492263575947
"52",0.00521430524407924,0.0188472475436103,0.0413530618219625,0.00438192276831836,0.053113664066767,0.0502071892979358,0.0226533783121965,0.0515639842783938,0.0490570086145233,0.0368792176290701
"53",0.0051778367213864,0.0187264775589073,0.0411873338658332,0.00433269246647978,0.0528682115305914,0.0498960302814149,0.0224566376258894,0.051321709419774,0.0488668467259889,0.0367102796170126
"54",0.00514167339932063,0.018606645729784,0.0410225783633565,0.00428415029382901,0.0526243323951585,0.0495873393094027,0.0222620276142264,0.0510809987031758,0.0486777973784011,0.0365423935031105
